person,personLabel,arTitle,enTitle,image
http://www.wikidata.org/entity/Q16119457,عبد المجيد الكناني,عبد المجيد الكناني,,
http://www.wikidata.org/entity/Q16119485,أحمد طالب حميد,أحمد طالب حميد,,
http://www.wikidata.org/entity/Q16119531,عبد الملك بن سعود بن عبد العزيز آل سعود,عبد الملك بن سعود بن عبد العزيز آل سعود,,
http://www.wikidata.org/entity/Q16119565,أحمد عبدالله,أحمد عبد الله (مدرب كرة قدم سعودي),,
http://www.wikidata.org/entity/Q16119589,توحة,توحة (مغنية),,
http://www.wikidata.org/entity/Q16119678,أحمد عوض,أحمد عوض (ممثل),,
http://www.wikidata.org/entity/Q16119700,توفيق المقرن,توفيق المقرن,,
http://www.wikidata.org/entity/Q16119756,محمد حسين زيدان,محمد حسين زيدان,,
http://www.wikidata.org/entity/Q16119777,المهرة البحرينية,المهرة البحرينية,,
http://www.wikidata.org/entity/Q16119829,عبد الله الثنيان,عبد الله الثنيان,,
http://www.wikidata.org/entity/Q16119836,عبدالله الحمدي,عبد الله الحمدي (لاعب كرة قدم سعودي),,
http://www.wikidata.org/entity/Q16119882,سليمان الملا,سليمان الملا,,
http://www.wikidata.org/entity/Q16120122,أحمد يوسف الصفطاوي,أحمد يوسف الصفطاوي,,
http://www.wikidata.org/entity/Q16120120,محمد سويد,محمد سويد (لاعب كرة قدم مواليد 1964),,
http://www.wikidata.org/entity/Q16120280,ثنيان بن سعود آل سعود,ثنيان بن سعود,,
http://www.wikidata.org/entity/Q16120310,محمد صلاح دندراوي,محمد صلاح دندراوي,,
http://www.wikidata.org/entity/Q16120380,خلف الحربي,خلف الحربي,,
http://www.wikidata.org/entity/Q16120384,محمد طنا العنزي,محمد طنا العنزي,,
http://www.wikidata.org/entity/Q16120448,عدنان عبد الشكور,عدنان عبد الشكور,,
http://www.wikidata.org/entity/Q16120546,جابر الكاسر,جابر الكاسر,,
http://www.wikidata.org/entity/Q16120595,محمد عبد الله الغافري,محمد عبد الله الغافري,,
http://www.wikidata.org/entity/Q16120673,خليل الرواف,خليل الرواف,,
http://www.wikidata.org/entity/Q16120701,خليل بن إبراهيم سلامة البراهيم,خليل بن إبراهيم سلامة البراهيم,,http://commons.wikimedia.org/wiki/Special:FilePath/UOH%20PresidentImage.jpg
http://www.wikidata.org/entity/Q16121000,خيرية أبو لبن,خيرية أبو لبن,,
http://www.wikidata.org/entity/Q16121366,محمد مقبل,محمد مقبل (ممثل),,
http://www.wikidata.org/entity/Q16121371,أفتخار الهاشمي,أفتخار الهاشمي,,
http://www.wikidata.org/entity/Q16121460,أفنان فؤاد,أفنان فؤاد,,
http://www.wikidata.org/entity/Q16121574,نادية السقاف,نادية السقاف (إعلامية),,
http://www.wikidata.org/entity/Q16121582,دانة آل سالم,دانة آل سالم,,
http://www.wikidata.org/entity/Q16121589,دانة الربيش,دانة الربيش,,http://commons.wikimedia.org/wiki/Special:FilePath/Dana%20al-Rubaish%2C%20Boutiqaat%20-%20May%202%2C%202019.jpg
http://www.wikidata.org/entity/Q16121698,ناصح الفضلي,ناصح الفضلي,,
http://www.wikidata.org/entity/Q16121733,ناصر سدوس,ناصر سدوس,,
http://www.wikidata.org/entity/Q16121807,راشد المبارك,راشد المبارك,,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%B5%D9%88%D8%B1%D8%A9%20%D8%B4%D8%AE%D8%B5%D9%8A%D8%A9%20%D8%B1%D8%A7%D8%B4%D8%AF%20%D8%A7%D9%84%D9%85%D8%A8%D8%A7%D8%B1%D9%83.jpg
http://www.wikidata.org/entity/Q16121839,ناصر عبد المحسن البدر,ناصر عبد المحسن البدر,,
http://www.wikidata.org/entity/Q16121847,ناصر بنيان,ناصر بنيان,,
http://www.wikidata.org/entity/Q16121884,محمود بن محمد الشنقيطي المدني,محمود بن محمد الشنقيطي المدني,,
http://www.wikidata.org/entity/Q16121936,جبرتي الشمراني,جبرتي الشمراني,,
http://www.wikidata.org/entity/Q16122140,نايف بن سعود بن عبد العزيز آل سعود,نايف بن سعود بن عبد العزيز آل سعود,,
http://www.wikidata.org/entity/Q16122271,نبيل الخضر,نبيل الخضر,,
http://www.wikidata.org/entity/Q16122341,درويش حسن عباس,درويش حسن عباس,,
http://www.wikidata.org/entity/Q16122351,درويش سعيد,درويش سعيد,,
http://www.wikidata.org/entity/Q16122379,شافي الحارثي,شافي الحارثي,,
http://www.wikidata.org/entity/Q16122397,شاكر العليان,شاكر العليان,,
http://www.wikidata.org/entity/Q16122490,باسم أبو داود,باسم أبو داود,,
http://www.wikidata.org/entity/Q16122507,باسم اليامي,باسم اليامي,,
http://www.wikidata.org/entity/Q16122676,علي المسلماني,علي المسلماني,,
http://www.wikidata.org/entity/Q16122782,علي بن سالم الكعبي,علي بن سالم الكعبي,,
http://www.wikidata.org/entity/Q16122986,علي حميد,علي حميد (معلق رياضي),,
http://www.wikidata.org/entity/Q16123020,بخروش بن علاس الزهراني,بخروش بن علاس,,
http://www.wikidata.org/entity/Q16123338,علي محمد القاضي,علي محمد القاضي,,
http://www.wikidata.org/entity/Q16123340,شريف بقنه الشهراني,شريف بقنه,,
http://www.wikidata.org/entity/Q16123462,مدني رحيمي,مدني رحيمي,,
http://www.wikidata.org/entity/Q16123828,عمر النشوان,عمر النشوان,,
http://www.wikidata.org/entity/Q16123889,عمر بوحمد,عمر بوحمد,,
http://www.wikidata.org/entity/Q16123952,مراد محمد,مراد محمد,,
http://www.wikidata.org/entity/Q16124058,نواف العلي,نواف العلي,,
http://www.wikidata.org/entity/Q16124086,بشاير حسين,بشاير حسين,,
http://www.wikidata.org/entity/Q16124270,إبراهيم البلوي (رجل أعمال),إبراهيم البلوي (رياضي),,
http://www.wikidata.org/entity/Q16124404,جميل الذيابي,جميل الذيابي,,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%AC%D9%85%D9%8A%D9%84%20%D8%A7%D9%84%D8%B0%D9%8A%D8%A7%D8%A8%D9%8A.jpg
http://www.wikidata.org/entity/Q16124419,جميل علي,جميل علي,,
http://www.wikidata.org/entity/Q16124462,مروان بصاص,مروان بصاص,,
http://www.wikidata.org/entity/Q16124609,شيهانة,شيهانة,,
http://www.wikidata.org/entity/Q16124673,عيد الصغير,عيد الصغير,,
http://www.wikidata.org/entity/Q16124741,عيسى الصنديد,عيسى الصنديد,,
http://www.wikidata.org/entity/Q16124786,مساعد الطرير,مساعد الطرير,,
http://www.wikidata.org/entity/Q16124820,هاشم سرور,هاشم سرور,,
http://www.wikidata.org/entity/Q16124831,صالح العلياني,صالح العلياني,,
http://www.wikidata.org/entity/Q16124879,رجاء الحاضي,رجاء الحاضي,,
http://www.wikidata.org/entity/Q16125186,إسماعيل الراشد,إسماعيل الراشد (ممثل),,
http://www.wikidata.org/entity/Q16125188,غالب كامل,غالب كامل,,
http://www.wikidata.org/entity/Q16125485,لمار,لمار,,
http://www.wikidata.org/entity/Q16125518,لمى سعود,لمى سعود,,
http://www.wikidata.org/entity/Q16125587,رضا علي حسين,رضا علي حسين,,
http://www.wikidata.org/entity/Q16125694,إلهام الرشيدي,إلهام الرشيدي,,
http://www.wikidata.org/entity/Q16126031,حبيب الله بن قرين,حبيب الله بن قرين,,
http://www.wikidata.org/entity/Q16126148,وائل غازي,وائل غازي,,
http://www.wikidata.org/entity/Q16126224,إبراهيم بن عفيصان آل عائذ العبيدي القحطاني,إبراهيم بن عفيصان,,
http://www.wikidata.org/entity/Q16126232,فاضل خلف,فاضل خلف,,
http://www.wikidata.org/entity/Q16126241,مشعل الدايل,مشعل الدايل,,
http://www.wikidata.org/entity/Q16126251,مشعل السعيد,مشعل السعيد (لاعب كرة قدم كويتي),,
http://www.wikidata.org/entity/Q16126280,فاطمة جاسم,فاطمة جاسم,,
http://www.wikidata.org/entity/Q16126304,فاطمة عبد الله المشيقح,فاطمة عبد الله المشيقح,,
http://www.wikidata.org/entity/Q16126647,سالم الحويل,سالم الحويل,,
http://www.wikidata.org/entity/Q16126675,حزام العتيبي,حزام العتيبي,,
http://www.wikidata.org/entity/Q16126756,ريم الميع,ريم الميع,,http://commons.wikimedia.org/wiki/Special:FilePath/Reem%20almee.jpeg
http://www.wikidata.org/entity/Q16126795,فرح الهادي,فرح الهادي,,http://commons.wikimedia.org/wiki/Special:FilePath/Farah%20al-Hadi%2C%20Boutiqaat%20-%20Nov%2016%2C%202019.jpg
http://www.wikidata.org/entity/Q16126960,حسام أبو داود,حسام أبو داود,,
http://www.wikidata.org/entity/Q16127039,مطر الأحمدي,مطر الأحمدي,,http://commons.wikimedia.org/wiki/Special:FilePath/%D9%85%D8%B7%D8%B1%20%D8%A7%D9%84%D8%A7%D8%AD%D9%85%D8%AF%D9%8A%202010%202013-11-04%2002-17.jpg
http://www.wikidata.org/entity/Q16127121,حسن الحسيني,حسن الحسيني,,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%AD%D8%B3%D9%86%20%D8%A7%D9%84%D8%AD%D8%B3%D9%8A%D9%86%D9%8A.jpg
http://www.wikidata.org/entity/Q16127235,زكي الصالح,زكي الصالح,,
http://www.wikidata.org/entity/Q16127232,وسيم يوسف,وسيم يوسف,,
http://www.wikidata.org/entity/Q16127296,حسن حمران,حسن حمران,,
http://www.wikidata.org/entity/Q16127311,وعد محمد,وعد محمد,,http://commons.wikimedia.org/wiki/Special:FilePath/Waad%20Mohammed%2C%20Boutiqaat%20-%20Aug%2030%2C%202020.jpg
http://www.wikidata.org/entity/Q16127334,طه بن عبد الله الشيبي,طه بن عبد الله الشيبي,,
http://www.wikidata.org/entity/Q16127514,وليد الطرير,وليد الطرير,,
http://www.wikidata.org/entity/Q16127532,فنيس العجمي,فنيس العجمي,,
http://www.wikidata.org/entity/Q16127568,فهد الهنيدي,فهد الهنيدي,,
http://www.wikidata.org/entity/Q16127577,فهد اليحيى,فهد اليحيى,,
http://www.wikidata.org/entity/Q16127592,فهد بن حمود العنزي,فهد بن حمود العنزي,,
http://www.wikidata.org/entity/Q16127600,فهد بن خالد بن سلطان آل سعود,فهد بن خالد بن سلطان آل سعود,,
http://www.wikidata.org/entity/Q16127758,فوز الشرقاوي,فوز الشرقاوي,,
http://www.wikidata.org/entity/Q16127782,عادل صالح,عادل صالح,,
http://www.wikidata.org/entity/Q16127814,حسين هادي,حسين هادي,,
http://www.wikidata.org/entity/Q16127937,عاصم بن عبد الله الشيبي,عاصم بن عبد الله الشيبي,,
http://www.wikidata.org/entity/Q16128078,سارة المطيري,سارة المطيري,,http://commons.wikimedia.org/wiki/Special:FilePath/Sarah%20al-Mutairi%2C%20Boutiqaat%20-%20Aug%202%2C%202021.jpg
http://www.wikidata.org/entity/Q16128112,فيصل الزهراني,فيصل الزهراني,,
http://www.wikidata.org/entity/Q16128121,فيصل الضاحي,فيصل الضاحي,,
http://www.wikidata.org/entity/Q16128131,فيصل العامر,فيصل العامر,,
http://www.wikidata.org/entity/Q16128163,عبادي الهذلول,عبادي الهذلول,,
http://www.wikidata.org/entity/Q16128182,تركي السدحان,تركي السدحان,,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%B5%D9%88%D8%B1%D8%A9%20%D9%84%D8%AA%D8%B1%D9%83%D9%8A%20%D8%A7%D9%84%D8%B3%D8%AF%D8%AD%D8%A7%D9%86%20%D9%85%D8%B9%20%D9%88%D8%A7%D9%84%D8%AF%D9%87.png
http://www.wikidata.org/entity/Q16128191,تركي بن سعود بن عبد العزيز آل سعود,تركي بن سعود بن عبد العزيز آل سعود,,
http://www.wikidata.org/entity/Q16128196,يزيد بن سعود بن عبد العزيز آل سعود,يزيد بن سعود بن عبد العزيز آل سعود,,
http://www.wikidata.org/entity/Q16128202,تركي بن عبد الله بن عطيشان,تركي بن عبد الله بن عطيشان,,
http://www.wikidata.org/entity/Q16128218,سالم سرور,سالم سرور (لاعب كرة قدم),,
http://www.wikidata.org/entity/Q16128225,عبد الأمير مطر,عبد الأمير مطر,,
http://www.wikidata.org/entity/Q16128230,عبد الإله العرب,عبد الإله العرب,,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%A5%D9%84%D9%87%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A8.jpg
http://www.wikidata.org/entity/Q16146356,تركي العليوة,تركي العليوة,,
http://www.wikidata.org/entity/Q16223290,محمد الذيب البوسعيدي,محمد الذيب البوسعيدي,,
http://www.wikidata.org/entity/Q16223293,مجتبى محمد,مجتبى محمد,,
http://www.wikidata.org/entity/Q16233418,مؤيد أدماوي,مؤيد أدماوي,,
http://www.wikidata.org/entity/Q16297551,إبراهيم صالح,إبراهيم صالح,,
http://www.wikidata.org/entity/Q16297595,حمد الدبيخي,حمد الدبيخي,,
http://www.wikidata.org/entity/Q16297614,روان العامر,روان العامر,,
http://www.wikidata.org/entity/Q16297649,صالح الشهري,صالح الشهري (ملحن),,
http://www.wikidata.org/entity/Q16297654,طارق كيال,طارق كيال,,
http://www.wikidata.org/entity/Q16297658,طلال الجلال,طلال الجلال,,
http://www.wikidata.org/entity/Q16297656,طاهر النجادة,طاهر النجادة,,
http://www.wikidata.org/entity/Q16297665,عاصم الغامدي,عاصم الغامدي,,http://commons.wikimedia.org/wiki/Special:FilePath/Asem.jpg
http://www.wikidata.org/entity/Q16297693,عبد المجيد الرهيدي,عبد المجيد الرهيدي,,
http://www.wikidata.org/entity/Q16297705,عبير جابر,عبير جابر,,
http://www.wikidata.org/entity/Q16297749,مبارك خميس,مبارك خميس (لاعب),,
http://www.wikidata.org/entity/Q16297790,محمد فايز,محمد فايز,,
http://www.wikidata.org/entity/Q16664148,مشاري سرور سعد,مشاري سرور سعد,,
http://www.wikidata.org/entity/Q16842940,فراس بقنه,فراس بقنه,,http://commons.wikimedia.org/wiki/Special:FilePath/Feras%20Bugnah.jpg
http://www.wikidata.org/entity/Q17001201,بركة بنت عامر,بركة بنت عامر,,
http://www.wikidata.org/entity/Q17334880,عبد الله زيد,عبد الله زيد,,
http://www.wikidata.org/entity/Q17344329,خلف الأحبابي,خلف الأحبابي,,
http://www.wikidata.org/entity/Q17344736,خميس بن رمثان,خميس بن رمثان,,
http://www.wikidata.org/entity/Q17344803,محمد بن علي السنوسي,محمد بن علي السنوسي (شاعر سعودي),,
http://www.wikidata.org/entity/Q17388001,جاسم شهاب,جاسم شهاب,,
http://www.wikidata.org/entity/Q17388012,سليمان الرحيلي,سليمان الرحيلي,,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%B3%D9%84%D9%8A%D9%85%D8%A7%D9%86%20%D8%A8%D9%86%20%D8%B6%D9%81%D9%8A%D8%AF%D8%B9%20%D8%A7%D9%84%D8%B1%D8%AD%D9%8A%D9%84%D9%8A.jpg
http://www.wikidata.org/entity/Q17530751,محمد سليمان العمر,محمد سليمان العمر,,
http://www.wikidata.org/entity/Q18642131,ماجد المدني,ماجد المدني,,
http://www.wikidata.org/entity/Q18670479,بدر آل زيدان,بدر آل زيدان,,
http://www.wikidata.org/entity/Q19368601,محمد خليفة الكندي,محمد خليفة الكندي,,
http://www.wikidata.org/entity/Q19609519,وسام المانع,وسام المانع,,
http://www.wikidata.org/entity/Q19828275,أحمد السعدي,أحمد السعدي,,
http://www.wikidata.org/entity/Q19938149,أحمد بن يوسف بن أحمد الدرويش,أحمد الدريويش,,http://commons.wikimedia.org/wiki/Special:FilePath/Prof.%20Dr.%20Ahmed%20Yousif%20Ahmed%20Al%20Draiweesh.JPG
http://www.wikidata.org/entity/Q19938177,علي الشنقيطي,علي الشنقيطي,,
http://www.wikidata.org/entity/Q20382680,عثمان الريس,عثمان الريس,,
http://www.wikidata.org/entity/Q20382704,سعود الكعبي,سعود الكعبي,,
http://www.wikidata.org/entity/Q20382727,سعودة,سعودة (ممثلة),,
http://www.wikidata.org/entity/Q20382804,سعيد السريحي,سعيد السريحي,,
http://www.wikidata.org/entity/Q20383285,حمد السليطي,حمد السليطي,,
http://www.wikidata.org/entity/Q20383296,حمد النعيمي,حمد النعيمي,,
http://www.wikidata.org/entity/Q20383591,حمزة إسكندر,حمزة إسكندر,,
http://www.wikidata.org/entity/Q20383633,حمزة هوساوي,حمزة هوساوي,,
http://www.wikidata.org/entity/Q20383922,بدر الشعيبي,بدر الشعيبي,,
http://www.wikidata.org/entity/Q20383945,بدر المشاري,بدر المشاري,,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%A8%D8%AF%D8%B1%20%D8%A7%D9%84%D9%85%D8%B4%D8%A7%D8%B1%D9%8A%202016.jpg
http://www.wikidata.org/entity/Q20383955,بدر بن سعود بن محمد آل سعود,بدر بن سعود بن محمد آل سعود,,
http://www.wikidata.org/entity/Q20383966,بدر بن عادل بن محمد الفقير,بدر بن عادل بن محمد الفقير,,
http://www.wikidata.org/entity/Q20384000,بدر كريم,بدر كريم,,
http://www.wikidata.org/entity/Q20384104,سلمان الزبيل,سلمان الزبيل,,
http://www.wikidata.org/entity/Q20384122,سليمان المقيطيب,سليمان المقيطيب,,
http://www.wikidata.org/entity/Q20384251,عدنان النحوي,عدنان النحوي,,
http://www.wikidata.org/entity/Q20384283,عدنان محمد المالكي,عدنان محمد المالكي,,
http://www.wikidata.org/entity/Q20384379,سليمان الجار الله,سليمان الجار الله,,
http://www.wikidata.org/entity/Q20384389,سليمان الحمدان,سليمان الحمدان,,
http://www.wikidata.org/entity/Q20384409,سليمان الرشودي,سليمان الرشودي (لاعب كرة قدم),,
http://www.wikidata.org/entity/Q20384438,سليمان الهويدي,سليمان الهويدي,,
http://www.wikidata.org/entity/Q20384538,سليمان فقيه,سليمان فقيه,,
http://www.wikidata.org/entity/Q20384818,أثير عبد الله النشمي,أثير عبد الله النشمي,,
http://www.wikidata.org/entity/Q20385063,سمير الخادم,سمير الخادم,,
http://www.wikidata.org/entity/Q20385082,أحمد البارود,أحمد البارود,,
http://www.wikidata.org/entity/Q20385109,سمير سليماني,سمير سليماني,,
http://www.wikidata.org/entity/Q20385212,أحمد الساعاتي,أحمد الساعاتي,,
http://www.wikidata.org/entity/Q20385283,سناء القطان,سناء القطان,,
http://www.wikidata.org/entity/Q20385351,أحمد المقلد,أحمد المقلد,,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%A7%D9%84%D9%81%D9%86%D8%A7%D9%86%20%D8%A7%D8%AD%D9%85%D8%AF%20%D8%A7%D9%84%D9%85%D9%82%D9%84%D8%AF%205.jpg
http://www.wikidata.org/entity/Q20385569,أحمد بن قاسم الغامدي,أحمد بن قاسم الغامدي,,
http://www.wikidata.org/entity/Q20385811,سهام الفريح,سهام الفريح,,
http://www.wikidata.org/entity/Q20385831,سهام مرضي,سهام مرضي,,
http://www.wikidata.org/entity/Q20385857,جمال الشطي,جمال الشطي,,
http://www.wikidata.org/entity/Q20385880,جمال بوحسن,جمال بوحسن,,
http://www.wikidata.org/entity/Q20385933,جمال فخرو,جمال فخرو,,
http://www.wikidata.org/entity/Q20385974,جمال محمد صالح,جمال محمد صالح,,
http://www.wikidata.org/entity/Q20386058,أحمد قراطة,أحمد قراطة,,
http://www.wikidata.org/entity/Q20386242,جمعة الكعبي,جمعة الكعبي,,
http://www.wikidata.org/entity/Q20386260,سهيل العبدول,سهيل العبدول,,
http://www.wikidata.org/entity/Q20386648,جميل المتروك,جميل المتروك,,
http://www.wikidata.org/entity/Q20386750,جميلة السماك,جميلة السماك,,
http://www.wikidata.org/entity/Q20386778,جميلة سلمان,جميلة سلمان,,
http://www.wikidata.org/entity/Q20386990,جنة عبد الرزاق القريني,جنة عبد الرزاق القريني,,
http://www.wikidata.org/entity/Q20387078,أسامة الخاجة,أسامة الخاجة,,
http://www.wikidata.org/entity/Q20387104,أسامة الشاهين,أسامة الشاهين,,
http://www.wikidata.org/entity/Q20387196,خالد آل شريف,خالد آل شريف,,
http://www.wikidata.org/entity/Q20387264,خالد الشايجي,خالد الشايجي,,
http://www.wikidata.org/entity/Q20387310,خالد العرج,خالد العرج,,
http://www.wikidata.org/entity/Q20387315,جهاد الفاضل,جهاد الفاضل,,
http://www.wikidata.org/entity/Q20387321,خالد الفرحان,خالد الفرحان,,
http://www.wikidata.org/entity/Q20387328,بشار عالوه,بشار عالوه,,
http://www.wikidata.org/entity/Q20387329,جهاد بوكمال,جهاد بوكمال,,
http://www.wikidata.org/entity/Q20387344,خالد المالود,خالد المالود,,
http://www.wikidata.org/entity/Q20387358,خالد المحيسن,خالد المحيسن,,
http://www.wikidata.org/entity/Q20387485,خالد بن عبد الله بن عبد الله العطية,خالد عبد الله العطية,,
http://www.wikidata.org/entity/Q20387649,خالد سالم محمد,خالد سالم محمد,,
http://www.wikidata.org/entity/Q20387699,خالد عبد العال,خالد عبد العال,,
http://www.wikidata.org/entity/Q20387731,خالد عبد الله السبتي,خالد عبد الله السبتي,,
http://www.wikidata.org/entity/Q20387785,جواد عبد الله,جواد عبد الله,,
http://www.wikidata.org/entity/Q20387813,شهد سلمان,شهد سلمان,,
http://www.wikidata.org/entity/Q20388875,عصام بن سعد بن سعيد,عصام بن سعد بن سعيد,,
http://www.wikidata.org/entity/Q20388894,عصام جناحي,عصام جناحي,,
http://www.wikidata.org/entity/Q20389390,سيد حبيب مكي,سيد حبيب مكي,,
http://www.wikidata.org/entity/Q20390227,صالح أبوعمره,صالح أبو عمرة,,http://commons.wikimedia.org/wiki/Special:FilePath/Saleh%20alamri.jpg
http://www.wikidata.org/entity/Q20390297,صالح الزير,صالح الزير,,
http://www.wikidata.org/entity/Q20390314,صالح السلومي,صالح السلومي,,
http://www.wikidata.org/entity/Q20390331,صالح اليامي,صالح اليامي,,
http://www.wikidata.org/entity/Q20390349,صالح اليحيى,صالح اليحيى,,
http://www.wikidata.org/entity/Q20390495,خزنة بورسلي,خزنة بورسلي,,
http://www.wikidata.org/entity/Q20391240,أنس الرشيد,أنس الرشيد,,
http://www.wikidata.org/entity/Q20391743,خلفان بن محمد العيسري,خلفان بن محمد العيسري,,
http://www.wikidata.org/entity/Q20392414,أيمن المديفر,أيمن المديفر,,
http://www.wikidata.org/entity/Q20392471,إبراهيم العياشي,إبراهيم العياشي,,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%A7%D9%84%D8%B4%D8%B1%D9%8A%D9%81%20%D8%A5%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85%20%D8%A8%D9%86%20%D8%B9%D9%84%D9%8A%20%D8%A7%D9%84%D8%B9%D9%8A%D8%A7%D8%B4%D9%8A.jpg
http://www.wikidata.org/entity/Q20392477,إبراهيم القطان,إبراهيم القطان (ممثل),,
http://www.wikidata.org/entity/Q20392623,إبراهيم محمد البلوشي,إبراهيم محمد البلوشي,,
http://www.wikidata.org/entity/Q20392691,إبراهيم بن محمد السلطان,إبراهيم السلطان,,
http://www.wikidata.org/entity/Q20392972,إخلاص المسباح,إخلاص المسباح,,
http://www.wikidata.org/entity/Q20393009,زينب إبراهيم الخضيري,زينب إبراهيم الخضيري,,
http://www.wikidata.org/entity/Q20393235,حسن أبو حسنة,حسن أبو حسنة,,
http://www.wikidata.org/entity/Q20393297,حسن الدوسري,حسن الدوسري,,
http://www.wikidata.org/entity/Q20393452,حسن بوخماس,حسن بوخماس,,
http://www.wikidata.org/entity/Q20394064,عيد اليحيى,عيد اليحيى,,
http://www.wikidata.org/entity/Q20394319,عيسى القاضي,عيسى القاضي,,
http://www.wikidata.org/entity/Q20394357,عيسى الكوهجي,عيسى الكوهجي,,
http://www.wikidata.org/entity/Q20395216,حصة العون,حصة العون,,
http://www.wikidata.org/entity/Q20395540,قسمة العمراني,قسمة العمراني,,
http://www.wikidata.org/entity/Q20395769,إلهام علي,إلهام علي,,http://commons.wikimedia.org/wiki/Special:FilePath/Elham%20Ali%2C%20Intverview%20with%20ETbilarabi%2C%20Sep%2020%2C%202021%20%2801%29.jpg
http://www.wikidata.org/entity/Q20395825,سالم عباس خدادة,سالم عباس خدادة,,
http://www.wikidata.org/entity/Q20396276,سامي الحداد,سامي الحداد,,
http://www.wikidata.org/entity/Q20396752,المخرج محمد السبر,محمد السبر (مخرج),,
http://www.wikidata.org/entity/Q20396996,غازي آل رحمة,غازي آل رحمة,,
http://www.wikidata.org/entity/Q20397207,مؤيد الثقفي,مؤيد الثقفي,,
http://www.wikidata.org/entity/Q20397565,ماجد الربيعان,ماجد الربيعان (مخرج),,
http://www.wikidata.org/entity/Q20397773,ابتسام هجرس,ابتسام هجرس,,
http://www.wikidata.org/entity/Q20397929,إبراهيم أستادي,إبراهيم أستادي,,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%AA%D9%82%D8%AF%D9%8A%D9%85%20%D8%AC%D8%A7%D8%A6%D8%B2%D8%A9%20%D8%A7%D9%84%D8%B5%D8%AD%D8%A7%D9%81%D8%A9%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9.jpg
http://www.wikidata.org/entity/Q20397981,غدير الفهد,غدير الفهد,,
http://www.wikidata.org/entity/Q20398147,شايع الوقيان,شايع الوقيان,,
http://www.wikidata.org/entity/Q20399123,تركي بن محمد بن سعود الكبير,تركي بن محمد بن سعود الكبير,,http://commons.wikimedia.org/wiki/Special:FilePath/Turki%20bin%20Mohammed%20bin%20Saud%20Al%20Kabeer.jpg
http://www.wikidata.org/entity/Q20399809,مبارك سعد بن سليمان,مبارك سعد بن سليمان,,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%20%D9%85%D8%A8%D8%A7%D8%B1%D9%83%20%D8%A8%D9%86%20%D8%B3%D9%84%D9%8A%D9%85%D8%A7%D9%86.jpg
http://www.wikidata.org/entity/Q20400834,غنيم الغنيم,غنيم الغنيم,,
http://www.wikidata.org/entity/Q20402059,خلود الظاهري,خلود الظاهري,,
http://www.wikidata.org/entity/Q20402079,خلود النجار,خلود النجار,,
http://www.wikidata.org/entity/Q20402149,شرف الحريري,شرف الحريري,,
http://www.wikidata.org/entity/Q20402795,خميس الرميحي,خميس الرميحي,,
http://www.wikidata.org/entity/Q20403540,فؤاد إبراهيم,فؤاد إبراهيم (كاتب),,
http://www.wikidata.org/entity/Q20403557,فؤاد الحاجي,فؤاد الحاجي,,
http://www.wikidata.org/entity/Q20403959,فارس العمري,فارس العمري,,
http://www.wikidata.org/entity/Q20404043,رؤى الحايكي,رؤى الحايكي,,
http://www.wikidata.org/entity/Q20404300,فاطمة الجابر,فاطمة الجابر,,
http://www.wikidata.org/entity/Q20404405,فاطمة العصفور,فاطمة العصفور,,
http://www.wikidata.org/entity/Q20404546,فاطمة حسين,فاطمة حسين,,
http://www.wikidata.org/entity/Q20405850,فتى نجران,فتى نجران,,http://commons.wikimedia.org/wiki/Special:FilePath/%D9%81%D8%AA%D9%89%20%D9%86%D8%AC%D8%B1%D8%A7%D9%86%20-%20%D9%85%D8%A7%D9%86%D8%B9%20%D8%A8%D9%86%20%D9%85%D8%AD%D9%85%D8%AF%20%D8%A7%D9%84%20%D9%85%D8%A8%D8%B7%D9%8A%20.jpg
http://www.wikidata.org/entity/Q20406625,فرح الصراف,فرح الصراف,,
http://www.wikidata.org/entity/Q20407109,راشد السبت,راشد السبت,,
http://www.wikidata.org/entity/Q20408055,رباب العريض,رباب العريض,,
http://www.wikidata.org/entity/Q20408608,عائشة سالم,عائشة سالم,,
http://www.wikidata.org/entity/Q20408800,عابد البلادي,عابد البلادي,,
http://www.wikidata.org/entity/Q20408841,ربيع بن ياقوت,ربيع بن ياقوت,,
http://www.wikidata.org/entity/Q20408860,ربيع سعد,ربيع سعد,,
http://www.wikidata.org/entity/Q20408949,رتاج العلي,رتاج العلي,,
http://www.wikidata.org/entity/Q20409121,رجا القحطاني,رجا القحطاني,,
